Layout_ID,Sensor,Start_Frame,End_Frame,Slope
1,RGB,121,125,0.0004331000
1,RGB,122,126,-0.0005814000
1,RGB,123,127,-0.0009846000
1,RGB,124,128,-0.0005645000
1,RGB,125,129,0.0004191000
1,RGB,126,130,0.0010284000
1,RGB,127,131,0.0005682000
1,RGB,128,132,-0.0000404000
1,RGB,129,133,-0.0004071000
1,RGB,130,134,-0.0008458000
1,RGB,131,135,-0.0002534000
1,RGB,132,136,0.0002044000
1,RGB,133,137,0.0005447000
1,RGB,134,138,0.0006567000
1,RGB,135,139,-0.0003970000
1,RGB,136,140,-0.0000632000
1,RGB,137,141,-0.0001702000
1,RGB,138,142,0.0002756000
1,RGB,139,143,0.0001832000
1,RGB,140,144,-0.0004027000
1,RGB,141,145,0.0000191000
1,RGB,142,146,-0.0000241000
1,RGB,143,147,0.0002430000
1,RGB,144,148,0.0003267000
1,RGB,145,149,0.0000576000
1,RGB,146,150,-0.0002968000
1,RGB,147,151,-0.0006228000
1,RGB,148,152,-0.0003097000
1,RGB,149,153,-0.0001542000
1,RGB,150,154,0.0002195000
1,RGB,151,155,0.0003513000
1,RGB,152,156,0.0001416000
1,RGB,153,157,0.0002662000
1,RGB,154,158,-0.0003861000
1,RGB,155,159,-0.0002381000
1,RGB,156,160,0.0001989000
1,RGB,157,161,0.0006169000
1,RGB,158,162,0.0005179000
1,RGB,159,163,-0.0005988000
1,RGB,160,164,-0.0005204000
1,RGB,161,165,-0.0004609000
1,RGB,162,166,-0.0002190000
1,RGB,163,167,0.0005014000
1,RGB,164,168,0.0000865000
1,RGB,165,169,0.0004879000
1,RGB,166,170,0.0002069000
1,RGB,167,171,0.0000887000
1,RGB,168,172,0.0004381000
1,RGB,169,173,0.0000616000
1,RGB,170,174,0.0002289000
1,RGB,171,175,-0.0005755000
1,RGB,172,176,-0.0003983000
1,RGB,173,177,-0.0003986000
1,RGB,174,178,-0.0002533000
1,RGB,175,179,0.0003880000
1,RGB,176,180,0.0002730000
1,RGB,177,181,0.0004506000
1,RGB,178,182,-0.0003386000
1,RGB,179,183,-0.0008821000
1,RGB,180,184,-0.0004585000
1,RGB,181,185,0.0002936000
1,RGB,182,186,0.0008570000
1,RGB,183,187,0.0005579000
1,RGB,184,188,-0.0003201000
1,RGB,185,189,-0.0004552000
1,RGB,186,190,-0.0007995000
1,RGB,187,191,-0.0000754000
1,RGB,188,192,0.0003472000
1,RGB,189,193,0.0003766000
1,RGB,190,194,0.0006303000
1,RGB,191,195,-0.0002468000
1,RGB,192,196,0.0000274000
1,RGB,193,197,-0.0003302000
1,RGB,194,198,-0.0002492000
1,RGB,195,199,-0.0002128000
1,RGB,196,200,-0.0007464000
2,CSI,1,5,0.0000025000
2,CSI,2,6,-0.0001468000
2,CSI,3,7,0.0002394000
2,CSI,4,8,0.0008305000
2,CSI,5,9,0.0007066000
2,CSI,6,10,0.0009511000
2,CSI,7,11,-0.0000251000
2,CSI,8,12,-0.0000768000
2,CSI,9,13,-0.0006307000
2,CSI,10,14,-0.0002499000
2,CSI,11,15,0.0003020000
2,CSI,12,16,0.0002058000
2,CSI,13,17,0.0006764000
2,CSI,14,18,-0.0002951000
2,CSI,15,19,-0.0000501000
2,CSI,16,20,-0.0004595000
2,CSI,17,21,-0.0002041000
2,CSI,18,22,0.0001559000
2,CSI,19,23,0.0001131000
2,CSI,20,24,0.0006353000
2,CSI,21,25,-0.0000263000
2,CSI,22,26,0.0000250000
2,CSI,23,27,-0.0004798000
2,CSI,24,28,-0.0003645000
2,CSI,25,29,0.0001415000
2,CSI,26,30,0.0001832000
2,CSI,27,31,0.0006813000
2,CSI,28,32,0.0001137000
2,CSI,29,33,0.0001101000
2,CSI,30,34,-0.0003659000
2,CSI,31,35,-0.0004934000
2,CSI,32,36,-0.0000449000
2,CSI,33,37,0.0000636000
2,CSI,34,38,0.0007288000
2,CSI,35,39,0.0001348000
2,CSI,36,40,0.0000438000
2,CSI,37,41,-0.0004639000
2,CSI,38,42,-0.0004632000
2,CSI,39,43,-0.0001012000
2,CSI,40,44,0.0000579000
2,CSI,41,45,0.0004759000
2,CSI,42,46,0.0000970000
2,CSI,43,47,0.0002022000
2,CSI,44,48,-0.0003714000
2,CSI,45,49,-0.0001642000
2,CSI,46,50,0.0000331000
2,CSI,47,51,-0.0000539000
2,CSI,48,52,0.0003654000
2,CSI,49,53,-0.0002662000
2,CSI,50,54,0.0001070000
2,CSI,51,55,-0.0002679000
2,CSI,52,56,-0.0001111000
2,CSI,53,57,0.0002300000
2,CSI,54,58,0.0000527000
2,CSI,55,59,0.0006083000
2,CSI,56,60,-0.0003041000
2,CSI,57,61,-0.0000996000
2,CSI,58,62,-0.0004277000
2,CSI,59,63,-0.0002457000
2,CSI,60,64,0.0002914000
2,CSI,61,65,0.0001132000
2,CSI,62,66,0.0005901000
2,CSI,63,67,-0.0002162000
2,CSI,64,68,-0.0000606000
2,CSI,65,69,-0.0005615000
2,CSI,66,70,-0.0003414000
2,CSI,67,71,0.0002440000
2,CSI,68,72,0.0001668000
2,CSI,69,73,0.0008116000
2,CSI,70,74,-0.0000282000
2,CSI,71,75,-0.0001609000
2,CSI,72,76,-0.0004857000
2,CSI,73,77,-0.0004227000
2,CSI,74,78,0.0000726000
2,CSI,75,79,0.0001490000
2,CSI,76,80,0.0005603000
2,CSI,77,81,0.0000813000
2,CSI,78,82,0.0000463000
2,CSI,79,83,-0.0004751000
2,CSI,80,84,-0.0004747000
2,CSI,81,85,-0.0000272000
2,CSI,82,86,0.0000735000
2,CSI,83,87,0.0006746000
2,CSI,84,88,0.0001217000
2,CSI,85,89,0.0002745000
2,CSI,86,90,-0.0004442000
2,CSI,87,91,-0.0006056000
2,CSI,88,92,-0.0002869000
2,CSI,89,93,-0.0001663000
2,CSI,90,94,0.0007744000
2,CSI,91,95,0.0002685000
2,CSI,92,96,0.0002393000
2,CSI,93,97,-0.0003269000
2,CSI,94,98,-0.0004143000
2,CSI,95,99,-0.0000966000
2,CSI,96,100,0.0001468000
2,CSI,97,101,0.0005192000
2,CSI,98,102,0.0001809000
2,CSI,99,103,0.0003012000
2,CSI,100,104,-0.0003943000
2,CSI,101,105,-0.0002465000
2,CSI,102,106,-0.0001992000
2,CSI,103,107,-0.0002040000
2,CSI,104,108,0.0003860000
2,CSI,105,109,-0.0001500000
2,CSI,106,110,0.0002300000
2,CSI,107,111,-0.0003180000
2,CSI,108,112,-0.0002350000
2,CSI,109,113,0.0001981000
2,CSI,110,114,0.0001338000
2,CSI,111,115,0.0006117000
2,CSI,112,116,-0.0000766000
2,CSI,113,117,0.0000155000
2,CSI,114,118,-0.0004924000
2,CSI,115,119,-0.0002745000
2,CSI,116,120,0.0000866000
2,CSI,117,121,0.0002567000
2,CSI,118,122,0.0005376000
2,CSI,119,123,-0.0003014000
2,CSI,120,124,-0.0000434000
2,CSI,121,125,-0.0004492000
2,CSI,122,126,-0.0001344000
2,CSI,123,127,0.0000686000
2,CSI,124,128,0.0000108000
2,CSI,125,129,0.0005453000
2,CSI,126,130,0.0000324000
2,CSI,127,131,0.0000351000
2,CSI,128,132,-0.0003857000
2,CSI,129,133,-0.0003418000
2,CSI,130,134,-0.0001025000
2,CSI,131,135,0.0000358000
2,CSI,132,136,0.0005997000
2,CSI,133,137,0.0002548000
2,CSI,134,138,0.0003409000
2,CSI,135,139,-0.0003902000
2,CSI,136,140,-0.0005062000
2,CSI,137,141,-0.0003639000
2,CSI,138,142,-0.0001360000
2,CSI,139,143,0.0006488000
2,CSI,140,144,0.0003063000
2,CSI,141,145,0.0004371000
2,CSI,142,146,-0.0003731000
2,CSI,143,147,-0.0005550000
2,CSI,144,148,-0.0003432000
2,CSI,145,149,-0.0000730000
2,CSI,146,150,0.0007371000
2,CSI,147,151,0.0002989000
2,CSI,148,152,0.0002953000
2,CSI,149,153,-0.0004721000
2,CSI,150,154,-0.0006264000
2,CSI,151,155,-0.0003913000
2,CSI,152,156,0.0000013000
2,CSI,153,157,0.0005839000
2,CSI,154,158,0.0003418000
2,CSI,155,159,0.0004668000
2,CSI,156,160,-0.0004163000
2,CSI,157,161,-0.0002144000
2,CSI,158,162,-0.0002308000
2,CSI,159,163,-0.0000692000
2,CSI,160,164,0.0005214000
2,CSI,161,165,-0.0000492000
2,CSI,162,166,0.0002467000
2,CSI,163,167,-0.0004998000
2,CSI,164,168,-0.0004542000
2,CSI,165,169,0.0000725000
2,CSI,166,170,0.0002023000
2,CSI,167,171,0.0007239000
2,CSI,168,172,-0.0000461000
2,CSI,169,173,-0.0000019000
2,CSI,170,174,-0.0004317000
2,CSI,171,175,-0.0002353000
2,CSI,172,176,-0.0000501000
2,CSI,173,177,0.0000475000
2,CSI,174,178,0.0006209000
2,CSI,175,179,-0.0001184000
2,CSI,176,180,0.0000295000
2,CSI,177,181,-0.0005154000
2,CSI,178,182,-0.0003202000
2,CSI,179,183,0.0002637000
2,CSI,180,184,0.0001903000
2,CSI,181,185,0.0007635000
2,CSI,182,186,0.0001976000
2,CSI,183,187,-0.0000705000
2,CSI,184,188,-0.0005529000
2,CSI,185,189,-0.0006229000
2,CSI,186,190,-0.0002161000
2,CSI,187,191,0.0001545000
2,CSI,188,192,0.0008091000
2,CSI,189,193,0.0003522000
2,CSI,190,194,0.0002743000
2,CSI,191,195,-0.0006896000
2,CSI,192,196,-0.0007239000
2,CSI,193,197,-0.0002674000
2,CSI,194,198,0.0000235000
2,CSI,195,199,0.0007673000
2,CSI,196,200,0.0002721000
2,RGB,1,5,0.0006406000
2,RGB,2,6,0.0001637000
2,RGB,3,7,0.0006427000
2,RGB,4,8,0.0006572000
2,RGB,5,9,0.0011374000
2,RGB,6,10,-0.0001941000
2,RGB,7,11,-0.0014977000
2,RGB,8,12,-0.0009491000
2,RGB,9,13,-0.0006587000
2,RGB,10,14,0.0006174000
2,RGB,11,15,0.0008936000
2,RGB,12,16,0.0000180000
2,RGB,13,17,0.0004231000
2,RGB,14,18,-0.0001693000
2,RGB,15,19,-0.0004582000
2,RGB,16,20,-0.0000035000
2,RGB,17,21,-0.0000786000
2,RGB,18,22,0.0004640000
2,RGB,19,23,0.0005385000
2,RGB,20,24,0.0002763000
2,RGB,21,25,0.0005107000
2,RGB,22,26,-0.0001613000
2,RGB,23,27,-0.0009518000
2,RGB,24,28,-0.0003547000
2,RGB,25,29,0.0003445000
2,RGB,26,30,0.0003734000
2,RGB,27,31,0.0006222000
2,RGB,28,32,-0.0002894000
2,RGB,29,33,-0.0002908000
2,RGB,30,34,-0.0001100000
2,RGB,31,35,-0.0006347000
2,RGB,32,36,0.0004829000
2,RGB,33,37,0.0003011000
2,RGB,34,38,0.0005360000
2,RGB,35,39,0.0003484000
2,RGB,36,40,-0.0004291000
2,RGB,37,41,-0.0000973000
2,RGB,38,42,-0.0004508000
2,RGB,39,43,-0.0003071000
2,RGB,40,44,0.0000249000
2,RGB,41,45,0.0001345000
2,RGB,42,46,0.0001924000
2,RGB,43,47,0.0003079000
2,RGB,44,48,0.0000426000
2,RGB,45,49,0.0002217000
2,RGB,46,50,0.0003962000
2,RGB,47,51,-0.0001149000
2,RGB,48,52,-0.0002512000
2,RGB,49,53,-0.0004207000
2,RGB,50,54,-0.0000867000
2,RGB,51,55,0.0002952000
2,RGB,52,56,0.0002669000
2,RGB,53,57,0.0003419000
2,RGB,54,58,-0.0002722000
2,RGB,55,59,-0.0002835000
2,RGB,56,60,-0.0000541000
2,RGB,57,61,0.0000368000
2,RGB,58,62,0.0001035000
2,RGB,59,63,0.0000027000
2,RGB,60,64,0.0001588000
2,RGB,61,65,0.0005525000
2,RGB,62,66,0.0001349000
2,RGB,63,67,-0.0009477000
2,RGB,64,68,-0.0006433000
2,RGB,65,69,-0.0000469000
2,RGB,66,70,0.0005832000
2,RGB,67,71,0.0008668000
2,RGB,68,72,0.0001689000
2,RGB,69,73,-0.0000715000
2,RGB,70,74,-0.0005073000
2,RGB,71,75,-0.0010857000
2,RGB,72,76,-0.0004149000
2,RGB,73,77,0.0004448000
2,RGB,74,78,0.0008248000
2,RGB,75,79,0.0005384000
2,RGB,76,80,0.0001522000
2,RGB,77,81,-0.0002696000
2,RGB,78,82,-0.0005523000
2,RGB,79,83,-0.0009559000
2,RGB,80,84,-0.0004058000
2,RGB,81,85,0.0008547000
2,RGB,82,86,0.0006302000
2,RGB,83,87,0.0004259000
2,RGB,84,88,-0.0003581000
2,RGB,85,89,-0.0001396000
2,RGB,86,90,-0.0001127000
2,RGB,87,91,-0.0006113000
2,RGB,88,92,0.0001903000
2,RGB,89,93,0.0002259000
2,RGB,90,94,0.0005657000
2,RGB,91,95,0.0000570000
2,RGB,92,96,-0.0003930000
2,RGB,93,97,-0.0002271000
2,RGB,94,98,-0.0005774000
2,RGB,95,99,-0.0002306000
2,RGB,96,100,0.0002528000
2,RGB,97,101,0.0004546000
2,RGB,98,102,0.0004649000
2,RGB,99,103,-0.0000664000
2,RGB,100,104,-0.0003560000
2,RGB,101,105,0.0001812000
2,RGB,102,106,0.0004109000
2,RGB,103,107,-0.0000599000
2,RGB,104,108,-0.0000310000
2,RGB,105,109,-0.0003795000
2,RGB,106,110,-0.0000666000
2,RGB,107,111,0.0001607000
2,RGB,108,112,-0.0000345000
2,RGB,109,113,0.0004529000
2,RGB,110,114,-0.0001836000
2,RGB,111,115,-0.0002758000
2,RGB,112,116,-0.0004545000
2,RGB,113,117,0.0001559000
2,RGB,114,118,0.0003916000
2,RGB,115,119,0.0000690000
2,RGB,116,120,0.0002408000
2,RGB,117,121,0.0001761000
2,RGB,118,122,0.0004309000
2,RGB,119,123,-0.0006565000
2,RGB,120,124,-0.0004581000
2,RGB,121,125,0.0000962000
2,RGB,122,126,0.0002106000
2,RGB,123,127,0.0003566000
2,RGB,124,128,-0.0003533000
2,RGB,125,129,-0.0001282000
2,RGB,126,130,-0.0001545000
2,RGB,127,131,-0.0005614000
2,RGB,128,132,-0.0002957000
2,RGB,129,133,0.0002770000
2,RGB,130,134,0.0004972000
2,RGB,131,135,0.0003356000
2,RGB,132,136,0.0001855000
2,RGB,133,137,0.0000337000
2,RGB,134,138,-0.0000079000
2,RGB,135,139,-0.0006812000
2,RGB,136,140,-0.0002390000
2,RGB,137,141,0.0006649000
2,RGB,138,142,0.0006311000
2,RGB,139,143,0.0007248000
2,RGB,140,144,-0.0002955000
2,RGB,141,145,-0.0003947000
2,RGB,142,146,-0.0006281000
2,RGB,143,147,-0.0006853000
2,RGB,144,148,0.0004923000
2,RGB,145,149,0.0005790000
2,RGB,146,150,0.0008437000
2,RGB,147,151,-0.0003260000
2,RGB,148,152,-0.0006114000
2,RGB,149,153,-0.0001483000
2,RGB,150,154,-0.0004122000
2,RGB,151,155,0.0000431000
2,RGB,152,156,-0.0002292000
2,RGB,153,157,0.0003638000
2,RGB,154,158,0.0002835000
2,RGB,155,159,0.0001266000
2,RGB,156,160,-0.0004169000
2,RGB,157,161,-0.0001666000
2,RGB,158,162,0.0003730000
2,RGB,159,163,-0.0001524000
2,RGB,160,164,0.0002606000
2,RGB,161,165,-0.0002277000
2,RGB,162,166,-0.0001492000
2,RGB,163,167,0.0000841000
2,RGB,164,168,-0.0001070000
2,RGB,165,169,0.0002728000
2,RGB,166,170,0.0001964000
2,RGB,167,171,-0.0004615000
2,RGB,168,172,-0.0005797000
2,RGB,169,173,-0.0003232000
2,RGB,170,174,0.0003386000
2,RGB,171,175,0.0006355000
2,RGB,172,176,0.0005965000
2,RGB,173,177,0.0003057000
2,RGB,174,178,-0.0002528000
2,RGB,175,179,-0.0007564000
2,RGB,176,180,-0.0007670000
2,RGB,177,181,-0.0001784000
2,RGB,178,182,0.0005947000
2,RGB,179,183,0.0010380000
2,RGB,180,184,0.0005470000
2,RGB,181,185,0.0001623000
2,RGB,182,186,-0.0004949000
2,RGB,183,187,-0.0010809000
2,RGB,184,188,-0.0005282000
2,RGB,185,189,0.0002746000
2,RGB,186,190,0.0008421000
2,RGB,187,191,0.0007614000
2,RGB,188,192,0.0002454000
2,RGB,189,193,-0.0003637000
2,RGB,190,194,-0.0005403000
2,RGB,191,195,-0.0009118000
2,RGB,192,196,-0.0001512000
2,RGB,193,197,0.0008967000
2,RGB,194,198,0.0006584000
2,RGB,195,199,0.0003681000
2,RGB,196,200,-0.0005881000
3,CSI,1,5,0.0007000000
3,CSI,2,6,0.0000856000
3,CSI,3,7,-0.0004138000
3,CSI,4,8,-0.0004895000
3,CSI,5,9,0.0000044000
3,CSI,6,10,0.0002444000
3,CSI,7,11,0.0003039000
3,CSI,8,12,0.0002790000
3,CSI,9,13,-0.0002460000
3,CSI,10,14,-0.0004077000
3,CSI,11,15,-0.0005073000
3,CSI,12,16,-0.0000364000
